slug,title,discoteca_slug,subtitle,description,event_type,start_at,end_at,door_open_at,currency,price_from,price_to,tickets_url,poster_url,status,active,source,metadata
hi-ibiza-20260516-black-coffee,Black Coffee @ 16 May 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260516-robin-schulz,Robin Schulz @ 16 May 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260516-elrow,elrow @ 16 May 2026,unvrs,Enter the Wortex,elrow en unvrs - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260516-elrow,elrow @ 16 May 2026,amnesia,Lineup loco,elrow en amnesia - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260516-circoloco,Circoloco @ 16 May 2026,dc10,Lineup TBA,Circoloco en dc10 - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260516-defected,Defected @ 16 May 2026,eden,Lineup TBA,Defected en eden - 16/05/2026,event,2026-05-16T23:59:00Z,2026-05-17T06:00:00Z,2026-05-16T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260517-swedish-house-mafia,Swedish House Mafia @ 17 May 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 17/05/2026,event,2026-05-17T23:59:00Z,2026-05-18T06:00:00Z,2026-05-17T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260517-the-anarchist,The Anarchist @ 17 May 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 17/05/2026,event,2026-05-17T23:59:00Z,2026-05-18T06:00:00Z,2026-05-17T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260517-solomun-+1,Solomun +1 @ 17 May 2026,pacha,Solomun,Solomun +1 en pacha - 17/05/2026,event,2026-05-17T23:59:00Z,2026-05-18T06:00:00Z,2026-05-17T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260517-carl-cox,Carl Cox @ 17 May 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 17/05/2026,event,2026-05-17T23:59:00Z,2026-05-18T06:00:00Z,2026-05-17T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260517-together,Together @ 17 May 2026,amnesia,Lineup TBA,Together en amnesia - 17/05/2026,event,2026-05-17T23:59:00Z,2026-05-18T06:00:00Z,2026-05-17T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260518-f***-me-im-famous,F*** ME I'M FAMOUS! @ 18 May 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 18/05/2026,event,2026-05-18T23:59:00Z,2026-05-19T06:00:00Z,2026-05-18T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260518-solèy,Solèy @ 18 May 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 18/05/2026,event,2026-05-18T23:59:00Z,2026-05-19T06:00:00Z,2026-05-18T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260518-sonny-fodera,Sonny Fodera @ 18 May 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 18/05/2026,event,2026-05-18T23:59:00Z,2026-05-19T06:00:00Z,2026-05-18T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260518-experts-only,Experts Only @ 18 May 2026,unvrs,John Summit,Experts Only en unvrs - 18/05/2026,event,2026-05-18T23:59:00Z,2026-05-19T06:00:00Z,2026-05-18T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260518-circoloco,Circoloco @ 18 May 2026,dc10,Lineup TBA,Circoloco en dc10 - 18/05/2026,event,2026-05-18T23:59:00Z,2026-05-19T06:00:00Z,2026-05-18T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260519-calvin-harris,Calvin Harris @ 19 May 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 19/05/2026,event,2026-05-19T23:59:00Z,2026-05-20T06:00:00Z,2026-05-19T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260519-eastenderz,eastenderz @ 19 May 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 19/05/2026,event,2026-05-19T23:59:00Z,2026-05-20T06:00:00Z,2026-05-19T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260519-vintage-culture,Vintage Culture @ 19 May 2026,pacha,Vintage Culture,Vintage Culture en pacha - 19/05/2026,event,2026-05-19T23:59:00Z,2026-05-20T06:00:00Z,2026-05-19T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260519-æden,ÆDEN @ 19 May 2026,unvrs,Anyma,ÆDEN en unvrs - 19/05/2026,event,2026-05-19T23:59:00Z,2026-05-20T06:00:00Z,2026-05-19T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260519-cocoon,Cocoon @ 19 May 2026,amnesia,Sven Väth,Cocoon en amnesia - 19/05/2026,event,2026-05-19T23:59:00Z,2026-05-20T06:00:00Z,2026-05-19T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260520-tomorrowland,Tomorrowland @ 20 May 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 20/05/2026,event,2026-05-20T23:59:00Z,2026-05-21T06:00:00Z,2026-05-20T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260520-our-house,OUR HOUSE @ 20 May 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 20/05/2026,event,2026-05-20T23:59:00Z,2026-05-21T06:00:00Z,2026-05-20T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260520-abracadabra,Abracadabra @ 20 May 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 20/05/2026,event,2026-05-20T23:59:00Z,2026-05-21T06:00:00Z,2026-05-20T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260520-paradise,Paradise @ 20 May 2026,unvrs,Jamie Jones,Paradise en unvrs - 20/05/2026,event,2026-05-20T23:59:00Z,2026-05-21T06:00:00Z,2026-05-20T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260521-martin-garrix,Martin Garrix @ 21 May 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 21/05/2026,event,2026-05-21T23:59:00Z,2026-05-22T06:00:00Z,2026-05-21T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260521-bed,bed @ 21 May 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 21/05/2026,event,2026-05-21T23:59:00Z,2026-05-22T06:00:00Z,2026-05-21T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260521-music-on,Music On @ 21 May 2026,pacha,Marco Carola,Music On en pacha - 21/05/2026,event,2026-05-21T23:59:00Z,2026-05-22T06:00:00Z,2026-05-21T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260521-fisher,FISHER @ 21 May 2026,unvrs,FISHER & Friends,FISHER en unvrs - 21/05/2026,event,2026-05-21T23:59:00Z,2026-05-22T06:00:00Z,2026-05-21T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260521-toolroom,Toolroom @ 21 May 2026,eden,Lineup TBA,Toolroom en eden - 21/05/2026,event,2026-05-21T23:59:00Z,2026-05-22T06:00:00Z,2026-05-21T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260522-calvin-harris,Calvin Harris @ 22 May 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260522-dom-dolla,Dom Dolla @ 22 May 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260522-music-on,Music On @ 22 May 2026,pacha,Marco Carola,Music On en pacha - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260522-galactic-circus,Galactic Circus @ 22 May 2026,unvrs,David Guetta,Galactic Circus en unvrs - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260522-glitterbox,Glitterbox @ 22 May 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260522-viva-warriors,Viva Warriors @ 22 May 2026,eden,Lineup TBA,Viva Warriors en eden - 22/05/2026,event,2026-05-22T23:59:00Z,2026-05-23T06:00:00Z,2026-05-22T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260523-ants,ANTS @ 23 May 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260523-black-coffee,Black Coffee @ 23 May 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260523-robin-schulz,Robin Schulz @ 23 May 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260523-elrow,elrow @ 23 May 2026,unvrs,Enter the Wortex,elrow en unvrs - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260523-elrow,elrow @ 23 May 2026,amnesia,Lineup loco,elrow en amnesia - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260523-circoloco,Circoloco @ 23 May 2026,dc10,Lineup TBA,Circoloco en dc10 - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260523-defected,Defected @ 23 May 2026,eden,Lineup TBA,Defected en eden - 23/05/2026,event,2026-05-23T23:59:00Z,2026-05-24T06:00:00Z,2026-05-23T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260524-swedish-house-mafia,Swedish House Mafia @ 24 May 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 24/05/2026,event,2026-05-24T23:59:00Z,2026-05-25T06:00:00Z,2026-05-24T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260524-the-anarchist,The Anarchist @ 24 May 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 24/05/2026,event,2026-05-24T23:59:00Z,2026-05-25T06:00:00Z,2026-05-24T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260524-solomun-+1,Solomun +1 @ 24 May 2026,pacha,Solomun,Solomun +1 en pacha - 24/05/2026,event,2026-05-24T23:59:00Z,2026-05-25T06:00:00Z,2026-05-24T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260524-carl-cox,Carl Cox @ 24 May 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 24/05/2026,event,2026-05-24T23:59:00Z,2026-05-25T06:00:00Z,2026-05-24T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260524-together,Together @ 24 May 2026,amnesia,Lineup TBA,Together en amnesia - 24/05/2026,event,2026-05-24T23:59:00Z,2026-05-25T06:00:00Z,2026-05-24T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260525-f***-me-im-famous,F*** ME I'M FAMOUS! @ 25 May 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 25/05/2026,event,2026-05-25T23:59:00Z,2026-05-26T06:00:00Z,2026-05-25T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260525-solèy,Solèy @ 25 May 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 25/05/2026,event,2026-05-25T23:59:00Z,2026-05-26T06:00:00Z,2026-05-25T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260525-sonny-fodera,Sonny Fodera @ 25 May 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 25/05/2026,event,2026-05-25T23:59:00Z,2026-05-26T06:00:00Z,2026-05-25T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260525-experts-only,Experts Only @ 25 May 2026,unvrs,John Summit,Experts Only en unvrs - 25/05/2026,event,2026-05-25T23:59:00Z,2026-05-26T06:00:00Z,2026-05-25T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260525-circoloco,Circoloco @ 25 May 2026,dc10,Lineup TBA,Circoloco en dc10 - 25/05/2026,event,2026-05-25T23:59:00Z,2026-05-26T06:00:00Z,2026-05-25T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260526-calvin-harris,Calvin Harris @ 26 May 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 26/05/2026,event,2026-05-26T23:59:00Z,2026-05-27T06:00:00Z,2026-05-26T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260526-eastenderz,eastenderz @ 26 May 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 26/05/2026,event,2026-05-26T23:59:00Z,2026-05-27T06:00:00Z,2026-05-26T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260526-vintage-culture,Vintage Culture @ 26 May 2026,pacha,Vintage Culture,Vintage Culture en pacha - 26/05/2026,event,2026-05-26T23:59:00Z,2026-05-27T06:00:00Z,2026-05-26T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260526-æden,ÆDEN @ 26 May 2026,unvrs,Anyma,ÆDEN en unvrs - 26/05/2026,event,2026-05-26T23:59:00Z,2026-05-27T06:00:00Z,2026-05-26T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260526-cocoon,Cocoon @ 26 May 2026,amnesia,Sven Väth,Cocoon en amnesia - 26/05/2026,event,2026-05-26T23:59:00Z,2026-05-27T06:00:00Z,2026-05-26T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260527-tomorrowland,Tomorrowland @ 27 May 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 27/05/2026,event,2026-05-27T23:59:00Z,2026-05-28T06:00:00Z,2026-05-27T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260527-our-house,OUR HOUSE @ 27 May 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 27/05/2026,event,2026-05-27T23:59:00Z,2026-05-28T06:00:00Z,2026-05-27T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260527-abracadabra,Abracadabra @ 27 May 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 27/05/2026,event,2026-05-27T23:59:00Z,2026-05-28T06:00:00Z,2026-05-27T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260527-paradise,Paradise @ 27 May 2026,unvrs,Jamie Jones,Paradise en unvrs - 27/05/2026,event,2026-05-27T23:59:00Z,2026-05-28T06:00:00Z,2026-05-27T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260528-martin-garrix,Martin Garrix @ 28 May 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 28/05/2026,event,2026-05-28T23:59:00Z,2026-05-29T06:00:00Z,2026-05-28T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260528-bed,bed @ 28 May 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 28/05/2026,event,2026-05-28T23:59:00Z,2026-05-29T06:00:00Z,2026-05-28T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260528-music-on,Music On @ 28 May 2026,pacha,Marco Carola,Music On en pacha - 28/05/2026,event,2026-05-28T23:59:00Z,2026-05-29T06:00:00Z,2026-05-28T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260528-fisher,FISHER @ 28 May 2026,unvrs,FISHER & Friends,FISHER en unvrs - 28/05/2026,event,2026-05-28T23:59:00Z,2026-05-29T06:00:00Z,2026-05-28T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260528-toolroom,Toolroom @ 28 May 2026,eden,Lineup TBA,Toolroom en eden - 28/05/2026,event,2026-05-28T23:59:00Z,2026-05-29T06:00:00Z,2026-05-28T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260529-calvin-harris,Calvin Harris @ 29 May 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260529-dom-dolla,Dom Dolla @ 29 May 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260529-music-on,Music On @ 29 May 2026,pacha,Marco Carola,Music On en pacha - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260529-galactic-circus,Galactic Circus @ 29 May 2026,unvrs,David Guetta,Galactic Circus en unvrs - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260529-glitterbox,Glitterbox @ 29 May 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260529-viva-warriors,Viva Warriors @ 29 May 2026,eden,Lineup TBA,Viva Warriors en eden - 29/05/2026,event,2026-05-29T23:59:00Z,2026-05-30T06:00:00Z,2026-05-29T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260530-ants,ANTS @ 30 May 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 30/05/2026,event,2026-05-30T23:59:00Z,2026-05-31T06:00:00Z,2026-05-30T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260530-black-coffee,Black Coffee @ 30 May 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 30/05/2026,event,2026-05-30T23:59:00Z,2026-05-31T06:00:00Z,2026-05-30T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260530-robin-schulz,Robin Schulz @ 30 May 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 30/05/2026,event,2026-05-30T23:59:00Z,2026-05-31T06:00:00Z,2026-05-30T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
